,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive
326,0,0,0,0,0,0,0,0,4,5,3,3,9,0,2,0,9,3,0,0
327,0,6,0,0,0,0,0,0,3,3,7,4,3,0,4,0,8,2,1,4
328,5,0,0,0,3,0,0,0,7,1,4,3,9,0,3,0,3,5,2,4
329,0,0,0,0,4,0,0,0,3,0,6,4,7,1,3,0,8,2,0,0
330,0,6,0,0,3,0,0,0,8,2,2,3,7,2,0,0,2,0,0,5
331,0,0,0,0,3,0,0,0,8,0,0,3,9,2,0,0,2,7,2,2
332,0,0,0,0,2,0,0,0,7,3,5,3,1,2,3,0,3,4,2,4
333,0,6,0,0,0,0,0,0,3,1,5,4,8,0,4,0,8,3,0,3
334,0,0,0,0,0,0,0,0,4,1,4,2,1,0,5,0,3,4,2,1
335,0,0,0,0,6,0,0,0,4,0,0,4,5,2,4,0,10,0,1,4
336,0,5,0,5,4,0,0,0,8,3,1,4,9,0,3,0,2,1,1,4
337,0,6,0,0,0,0,0,0,3,5,5,1,1,2,5,0,5,1,2,1
338,0,6,0,0,4,0,0,0,6,0,5,4,2,0,4,0,8,0,0,2
339,0,6,0,0,0,0,0,0,5,1,5,3,8,0,5,0,8,4,2,1
340,0,6,0,3,4,0,0,0,8,0,1,3,9,2,3,0,2,8,0,2
341,0,6,0,4,4,0,0,0,5,3,7,4,3,0,3,0,9,1,1,0
342,0,0,0,0,0,0,0,0,3,3,6,2,1,0,3,0,8,3,0,4
343,0,0,0,0,2,0,0,0,5,2,4,3,0,2,3,0,3,2,3,0
344,0,0,0,0,3,0,0,0,6,0,2,2,9,2,2,0,2,3,2,5
345,0,6,0,0,0,0,0,0,3,3,4,3,1,0,3,0,8,3,1,3
346,0,6,0,0,3,0,0,0,2,3,5,3,5,2,4,0,5,0,1,2
347,0,0,0,0,3,0,0,0,4,2,4,2,2,0,4,0,9,3,4,0
348,0,6,0,0,0,0,0,0,4,2,2,2,1,0,5,0,3,6,0,3
349,0,5,0,0,0,0,0,0,3,2,8,3,6,0,5,0,8,2,0,2
350,0,0,0,0,0,0,0,0,5,5,7,3,1,0,4,0,9,1,2,0
351,4,6,0,0,4,0,0,0,5,5,8,3,2,2,3,0,8,3,1,1
352,0,6,0,0,4,0,0,0,7,1,2,3,7,2,2,0,2,2,0,5
353,5,6,0,0,5,0,0,0,5,3,7,3,5,2,3,0,8,2,1,2
354,0,0,0,0,0,0,0,0,1,4,8,3,3,0,5,0,7,0,1,0
355,0,0,0,0,4,0,0,0,5,2,5,2,3,2,3,0,9,3,2,2
356,5,7,1,0,6,0,0,0,6,3,4,2,6,0,4,0,1,2,1,4
357,0,6,0,0,2,0,0,0,3,5,7,3,8,0,1,0,8,2,0,2
358,0,6,0,0,0,0,0,0,5,2,6,2,3,0,4,0,9,4,2,4
359,0,6,0,0,0,0,0,0,2,6,8,3,1,0,3,0,7,3,1,2
360,0,0,0,0,4,0,0,0,6,2,7,3,7,2,2,0,8,2,2,0
361,0,6,0,0,3,0,0,0,4,3,3,3,2,2,3,0,3,5,1,2
362,0,6,0,0,0,0,0,0,3,3,7,3,6,0,4,0,8,0,0,2
363,0,0,0,0,6,0,0,0,3,2,6,3,8,0,3,0,8,0,0,0
364,0,6,0,0,4,0,0,0,8,0,0,3,9,2,4,0,2,2,0,9
365,0,0,0,4,0,0,0,0,7,2,6,4,9,0,7,0,3,7,0,0
366,0,0,0,0,4,0,0,0,7,1,4,3,6,0,3,0,2,2,1,4
367,0,0,0,0,0,0,0,0,3,4,4,1,2,0,4,0,5,2,2,2
368,0,6,0,0,4,0,0,0,6,2,4,2,5,2,3,0,1,3,1,3
369,0,5,0,0,4,0,0,0,6,1,1,3,7,2,3,0,1,4,1,4
370,0,6,0,0,0,0,0,0,4,2,3,3,1,0,4,0,3,4,2,4
371,0,7,0,0,0,0,0,0,6,0,2,3,0,0,5,0,1,2,0,7
372,0,6,0,0,0,0,0,0,7,2,1,3,7,0,3,0,2,4,1,4
373,0,6,0,0,4,0,0,0,3,4,4,2,7,2,2,0,8,3,0,4
374,4,5,0,0,0,0,0,0,3,4,4,1,1,0,3,0,5,2,2,1
375,4,0,0,0,0,0,0,0,6,0,0,4,5,0,4,0,1,0,1,4
376,0,0,0,0,2,0,0,0,3,4,4,2,1,2,2,0,5,3,1,2
377,0,0,0,0,3,0,0,0,3,0,5,2,2,0,4,0,8,5,2,0
378,0,5,0,0,0,0,0,0,1,4,9,2,0,0,5,0,7,0,0,0
379,0,0,0,0,5,0,0,0,6,2,5,2,9,2,3,0,1,2,1,2
380,0,6,0,4,3,0,0,0,3,0,5,2,2,0,4,0,8,5,2,0
381,0,6,0,0,3,0,0,0,4,2,5,3,7,0,2,0,8,4,1,4
382,0,0,0,4,4,0,0,0,8,1,3,5,3,2,2,0,2,3,0,6
383,0,6,0,0,0,0,0,0,3,4,4,2,1,0,5,0,5,2,3,1
384,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,10,0,1,4
385,0,0,0,0,1,0,0,0,4,3,6,3,4,0,5,0,9,3,0,2
386,0,0,0,0,4,0,0,0,8,2,2,3,4,2,3,0,3,4,2,4
387,0,6,0,0,2,0,0,0,5,4,9,4,0,2,3,0,8,0,1,2
388,0,0,0,0,3,0,0,0,2,4,4,2,0,0,4,0,5,5,3,1
389,0,6,0,0,2,0,0,0,1,1,4,2,3,1,1,0,6,3,0,6
390,0,0,0,0,0,0,0,0,4,1,4,4,6,0,1,0,8,5,2,3
391,0,0,0,0,4,0,0,0,7,0,2,2,9,0,5,0,2,0,1,7
392,0,0,0,0,5,0,0,0,3,4,6,3,7,0,2,0,8,4,0,2
393,0,0,0,0,0,1,0,0,4,3,3,2,9,0,3,0,10,4,1,3
394,0,5,0,0,3,0,0,0,3,3,5,3,9,2,5,0,8,2,0,0
395,0,6,0,0,4,0,0,0,3,0,7,3,5,2,5,0,8,3,0,1
396,0,0,0,0,0,0,0,0,4,3,0,2,9,0,5,0,10,3,0,8
397,0,5,0,0,0,0,0,0,4,2,7,2,6,0,5,0,10,3,0,5
398,0,6,0,0,0,0,0,0,5,4,4,3,8,0,0,0,9,0,0,4
399,0,0,0,0,0,0,0,0,8,2,3,3,6,0,3,0,2,4,1,3
400,0,6,0,0,4,0,0,0,1,2,4,2,3,2,2,0,6,4,1,4
401,0,6,0,0,0,0,0,0,3,4,7,3,9,0,5,0,8,0,0,0
402,0,0,0,0,0,0,0,0,6,2,5,2,9,2,0,0,1,5,1,3
403,0,0,0,0,2,0,0,0,3,1,5,3,6,0,3,0,8,2,2,2
404,0,0,0,0,4,0,0,0,4,5,7,4,8,0,3,0,10,1,1,1
405,0,0,0,0,0,0,0,0,6,2,4,3,9,2,2,0,3,5,0,4
406,0,0,0,0,0,0,0,0,8,0,0,3,9,0,3,0,2,0,0,7
407,0,6,0,0,5,1,0,0,3,0,6,3,7,0,4,0,10,1,1,6
408,0,0,0,0,4,0,0,0,1,8,8,3,1,0,5,0,7,1,1,2
409,0,0,0,0,0,0,0,0,5,2,4,3,8,0,3,0,9,3,2,3
410,0,6,0,0,3,0,0,0,2,3,3,2,7,2,4,0,5,2,2,4
411,0,6,0,0,0,0,0,0,6,1,3,2,6,0,2,0,1,2,1,4
412,0,5,0,0,3,0,0,0,7,5,5,2,0,1,2,0,2,4,0,4
413,0,0,0,0,3,0,0,0,3,2,9,3,6,0,2,0,8,3,1,2
414,0,0,0,0,3,0,0,0,8,2,3,3,6,0,3,0,2,4,1,3
415,0,0,0,0,0,0,0,0,4,0,0,4,5,0,4,0,10,0,1,4
416,0,6,0,3,0,0,0,0,4,2,2,3,0,0,4,0,3,7,0,0
417,0,0,0,0,0,0,0,0,4,2,2,2,3,1,3,0,3,4,1,5
418,0,0,0,0,0,0,0,0,7,1,4,3,8,0,4,0,2,5,1,1
419,0,0,0,0,0,0,0,0,6,1,3,2,6,0,3,0,1,4,0,4
420,0,0,0,0,4,0,0,0,1,2,4,3,7,2,3,0,7,3,0,7
421,0,6,0,0,0,0,0,0,3,2,3,2,4,0,2,0,8,4,1,4
422,0,0,0,0,4,0,0,0,4,3,9,4,5,2,2,0,10,0,0,0
423,0,0,0,0,0,0,0,0,1,2,7,2,3,0,4,0,7,2,1,2
424,0,6,0,0,4,0,0,0,3,1,6,4,8,1,3,0,8,2,0,1
425,0,6,0,0,4,0,0,0,5,5,6,2,9,2,0,0,9,0,0,2
426,0,5,0,0,0,0,0,0,3,1,6,3,7,0,4,0,9,2,1,4
427,0,0,0,0,3,0,0,0,6,2,5,2,2,0,3,0,3,3,2,5
428,0,0,0,0,1,0,0,0,1,0,4,2,5,2,3,0,6,9,0,0
429,0,0,0,0,0,0,0,0,6,2,5,2,9,0,0,0,1,5,1,3
430,0,0,0,0,2,0,0,0,6,3,3,1,2,0,4,0,1,6,3,2
431,0,0,0,6,4,0,0,0,3,3,7,3,6,0,4,0,8,0,0,2
432,0,0,0,0,5,0,0,0,6,1,5,3,6,0,1,0,3,2,0,4
433,0,0,0,0,2,0,0,0,1,8,8,3,1,2,5,0,7,1,1,2
434,0,6,0,0,0,0,0,0,3,0,7,3,5,1,9,0,8,2,0,4
435,0,0,0,0,0,0,0,0,5,4,5,2,5,0,2,1,4,3,1,2
436,0,5,0,0,0,0,0,0,3,1,7,2,6,0,2,0,8,4,0,2
437,4,0,0,0,0,0,0,0,1,2,5,2,4,0,3,0,5,3,0,3
438,0,0,0,0,4,0,0,0,6,2,5,3,6,2,4,0,3,3,0,3
439,0,0,0,0,3,0,0,0,5,7,8,2,1,0,5,0,9,1,1,2
440,0,0,0,0,2,0,0,1,2,4,4,2,0,0,4,0,5,5,3,1
441,0,6,0,5,3,0,0,0,6,1,5,4,9,0,2,0,3,7,2,3
442,0,6,0,0,0,0,0,0,8,0,2,3,9,0,5,0,1,0,1,7
443,0,6,0,0,4,0,0,0,8,0,3,2,9,2,2,0,1,2,0,4
444,0,0,0,0,0,0,0,0,1,4,7,2,0,0,5,0,7,0,0,0
445,0,6,0,0,0,0,0,0,6,2,3,2,8,2,0,0,1,5,0,2
446,0,6,0,0,3,0,0,0,4,3,2,1,0,1,2,0,3,4,2,4
447,0,6,0,0,0,0,0,0,3,2,5,2,8,0,1,0,8,2,0,2
448,0,0,0,0,0,0,0,0,2,0,0,5,9,2,9,0,7,0,0,9
449,0,0,0,0,2,0,0,1,4,2,7,2,8,0,2,0,10,2,1,4
450,0,0,0,0,5,0,0,0,5,1,4,3,6,0,5,0,8,2,1,4
451,0,0,0,0,3,0,0,0,3,2,2,2,9,0,2,0,8,0,0,7
452,0,0,0,0,1,0,0,0,2,5,5,2,1,2,2,0,5,3,3,3
453,0,6,0,0,0,0,0,0,7,1,2,3,9,0,2,0,2,2,0,7
454,0,6,0,0,2,0,0,0,7,0,0,3,5,2,6,0,2,4,3,3
455,0,6,0,0,0,0,0,0,3,1,5,3,6,0,3,0,8,2,2,2
456,0,0,0,0,4,0,0,0,8,1,1,5,9,1,5,0,3,3,0,5
457,0,0,0,0,2,0,0,0,3,3,7,2,6,0,4,0,7,3,2,3
458,0,6,0,0,0,0,0,0,2,0,4,2,4,2,2,0,5,0,1,2
459,0,7,0,0,4,1,0,0,3,3,6,3,8,0,3,0,8,1,0,2
460,0,0,0,0,0,0,0,0,3,3,5,3,5,0,4,0,8,0,2,4
461,0,0,0,0,4,0,0,0,8,0,0,2,9,2,4,0,1,3,0,6
462,0,5,0,0,0,0,0,0,4,2,5,3,7,0,7,0,10,1,1,4
463,0,0,0,0,0,0,0,0,1,6,4,2,8,0,3,0,6,2,1,4
464,0,6,0,0,4,1,0,0,6,0,4,3,6,0,5,0,1,1,0,6
465,0,6,0,0,4,0,0,0,6,2,5,1,4,2,2,0,1,2,0,5
466,0,5,0,0,0,0,0,0,6,2,5,2,9,0,0,0,1,5,1,3
467,0,0,0,6,0,0,0,0,7,2,3,3,4,0,2,0,2,3,1,4
468,0,0,0,4,4,0,0,0,5,3,9,2,2,2,0,0,9,0,0,2
469,0,6,0,0,4,0,0,0,4,0,6,2,2,2,4,0,8,9,1,4
470,0,5,0,0,4,0,0,0,6,2,3,2,4,2,2,0,1,4,1,4
471,0,0,0,0,0,0,0,0,3,0,7,4,7,0,3,0,8,0,0,0
472,0,0,0,0,0,0,0,0,1,4,8,3,3,1,5,0,7,0,1,0
473,0,6,0,0,0,0,0,0,3,2,6,3,3,0,3,0,8,2,1,2
474,0,0,0,0,2,0,0,0,6,4,4,3,9,0,2,0,1,3,0,5
475,0,0,0,0,3,0,0,0,3,3,7,4,4,0,2,0,8,3,1,1
476,0,6,0,0,0,0,0,0,2,5,5,2,1,0,2,0,5,3,3,3
477,0,0,0,0,0,0,0,0,3,2,5,2,4,0,3,0,8,3,0,3
478,0,0,0,0,4,0,0,0,7,2,3,4,3,3,3,0,2,3,0,6
479,0,6,0,0,4,0,0,0,3,4,7,3,8,2,3,0,8,3,0,1
480,0,0,0,0,1,0,0,0,2,5,8,3,1,0,3,0,7,3,1,2
481,0,0,0,0,3,0,0,0,5,0,5,5,7,2,3,0,9,6,1,3
482,0,0,0,0,0,0,0,0,3,1,8,2,4,0,7,0,8,2,2,0
483,0,0,0,0,0,0,0,0,6,2,2,2,4,0,5,0,3,5,1,2
484,0,0,0,0,2,0,0,0,1,4,7,1,1,1,0,0,6,2,0,0
485,0,0,0,0,2,0,0,0,2,5,5,2,7,2,0,0,5,1,0,2
486,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,6,4,1,2
487,0,6,0,0,0,0,0,0,1,3,6,3,4,0,3,0,7,2,1,2
488,0,6,0,0,3,0,0,0,2,5,7,2,7,2,1,0,7,2,0,0
489,0,0,0,0,0,0,0,0,4,2,7,2,6,0,5,0,10,3,0,5
490,0,0,0,0,0,0,0,0,7,1,2,3,4,0,5,0,3,8,0,4
491,0,0,0,0,3,0,0,0,5,1,3,3,9,0,0,0,9,4,1,7
492,0,0,0,0,2,0,0,0,6,2,6,2,7,0,2,0,8,3,1,1
493,0,0,0,0,3,0,0,0,4,2,3,3,3,0,6,0,3,6,0,1
494,0,0,0,0,2,0,0,0,6,2,6,4,7,0,2,0,8,2,2,0
495,0,0,0,0,2,0,0,0,3,2,6,3,4,2,5,0,8,3,2,1
496,0,6,0,0,0,0,0,0,6,1,2,4,7,0,3,0,3,4,1,4
497,0,0,0,0,3,0,0,0,4,4,7,3,3,0,4,0,3,2,1,0
498,0,6,0,0,0,0,0,0,5,1,3,3,9,0,0,0,9,4,1,7
499,0,0,0,0,2,0,0,0,6,3,3,3,3,2,4,0,3,5,1,4
500,0,6,0,0,0,0,0,0,6,2,5,2,4,0,3,0,3,3,0,3
501,0,6,0,0,4,0,0,0,6,0,2,3,9,2,3,0,3,0,0,5
502,0,6,0,0,0,0,0,0,4,2,6,3,1,0,4,0,3,3,1,0
503,0,6,0,0,3,0,0,0,3,0,9,2,5,2,5,0,8,0,0,0
504,0,6,0,0,3,0,0,0,4,3,8,4,0,2,4,0,9,4,0,3
505,0,0,0,0,0,0,0,0,4,2,2,3,5,0,1,0,3,6,1,2
506,0,6,0,0,0,0,0,0,7,0,3,2,0,0,3,0,2,6,0,7
507,0,0,0,0,0,0,0,0,7,1,1,3,8,0,2,0,2,7,2,5
508,0,0,0,0,0,0,0,0,3,2,5,2,4,0,2,0,8,3,0,2
509,0,0,0,0,2,0,0,0,6,2,6,2,5,2,3,0,3,2,1,2
510,5,0,0,0,0,0,0,0,4,2,4,3,4,0,4,0,10,2,1,1
511,5,5,0,0,0,0,0,0,3,1,8,2,4,0,7,0,8,2,2,0
512,0,5,0,0,4,0,0,0,5,1,4,3,5,2,4,0,9,2,1,4
513,0,6,0,0,4,0,0,0,4,2,5,4,3,0,3,0,9,3,1,2
514,0,6,0,4,3,0,0,0,4,1,4,2,0,2,2,0,3,5,1,4
515,0,6,0,0,4,0,0,0,3,2,6,4,9,2,5,0,8,2,0,0
516,0,5,0,0,4,0,0,0,3,2,5,3,5,2,2,0,8,3,0,2
517,0,0,0,0,0,0,0,0,3,1,5,3,9,0,2,0,8,1,0,7
518,0,6,0,0,5,0,0,0,6,3,5,2,7,2,3,0,1,6,0,2
519,0,0,0,0,0,0,0,0,1,1,4,1,1,0,4,0,6,3,0,5
520,0,6,0,0,3,0,0,0,5,3,6,3,7,2,3,0,9,4,1,4
521,0,6,0,0,0,0,0,0,5,5,6,2,9,0,0,0,8,0,0,2
522,0,0,0,0,2,0,0,0,2,2,6,3,5,2,4,0,5,0,1,2
523,0,0,0,0,0,0,0,0,5,4,7,2,2,2,4,0,8,2,2,2
524,0,6,0,0,0,0,0,0,4,2,6,3,5,0,4,0,10,2,0,7
525,0,6,0,0,0,0,0,0,3,5,6,3,5,0,0,0,8,0,0,2
526,0,0,0,0,3,0,0,0,3,5,7,3,8,2,1,0,8,2,0,2
527,0,0,0,0,4,0,0,0,7,0,4,4,7,0,2,0,3,7,0,0
528,0,6,0,0,5,0,0,1,4,3,7,3,6,0,4,0,10,0,0,2
529,0,6,0,0,0,0,0,0,7,2,2,3,7,0,2,0,2,5,2,3
530,0,7,0,0,0,0,0,0,4,3,7,3,6,0,4,0,10,0,0,2
531,0,0,0,0,0,0,0,0,3,1,5,3,6,0,3,0,8,2,2,2
532,0,0,0,0,2,0,0,0,4,0,0,2,0,2,2,0,3,5,1,5
533,0,0,0,0,3,0,0,0,6,0,2,3,8,0,5,0,8,1,2,6
534,0,0,0,0,4,0,0,0,3,1,5,4,8,0,4,0,8,3,0,3
535,0,0,0,0,4,0,0,0,8,0,2,3,9,1,3,0,3,2,0,5
536,0,0,0,0,0,0,0,0,3,3,7,3,8,0,4,0,7,3,0,2
537,0,0,0,0,0,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0
538,0,0,0,0,0,0,0,0,3,5,6,3,5,0,0,0,8,0,0,2
539,0,6,0,0,3,0,0,0,5,3,5,3,2,2,2,0,8,4,0,1
540,0,0,0,0,3,0,0,0,4,2,4,2,6,0,4,0,3,5,4,2
541,0,6,0,0,4,0,0,0,3,4,5,2,4,2,2,0,8,2,0,0
542,0,0,0,0,3,0,0,0,3,4,4,2,1,2,3,0,5,2,3,1
543,5,0,0,0,3,0,0,0,2,3,6,2,2,2,5,0,5,3,2,1
544,0,0,0,0,4,0,0,0,1,8,8,3,1,0,5,0,7,1,1,2
545,0,0,0,0,0,0,0,0,3,1,6,4,5,0,5,0,8,2,1,2
546,0,0,0,0,3,0,0,0,5,1,5,3,8,0,5,0,8,4,2,1
547,0,0,0,0,0,0,0,0,3,3,8,3,0,0,5,0,8,1,0,2
548,6,6,0,0,6,1,0,0,5,3,7,3,5,2,3,0,8,2,1,2
549,0,0,0,0,3,0,0,0,3,2,6,2,9,0,2,0,8,2,2,3
550,0,0,0,0,3,0,0,0,5,4,7,2,2,0,4,0,8,2,2,2
551,0,0,0,0,4,0,0,0,8,0,5,4,9,0,5,0,2,9,0,7
552,0,0,0,0,3,0,0,0,6,1,1,3,4,2,1,0,1,5,0,5
553,0,0,0,0,0,0,0,0,3,4,4,1,1,0,3,0,5,2,2,1
554,0,0,0,0,4,0,0,0,4,1,4,3,6,0,5,0,8,2,1,4
555,0,6,0,0,0,0,0,0,1,3,6,2,1,0,3,0,6,3,0,4
556,0,0,0,0,0,0,0,0,4,2,6,3,1,0,4,0,3,3,1,0
557,0,0,0,3,0,0,0,0,7,1,2,4,8,0,3,0,2,5,1,4
558,0,0,0,0,4,0,0,0,8,1,1,2,8,0,3,0,1,1,1,4
559,0,6,0,0,2,0,0,0,1,2,9,2,2,2,6,0,6,0,0,0
560,0,0,0,0,4,0,0,0,4,4,3,3,7,2,4,0,8,4,1,2
561,0,0,0,0,0,0,0,0,5,1,4,3,8,0,5,0,8,4,0,2
562,0,0,0,0,0,0,0,0,4,3,5,2,3,0,2,0,9,3,2,1
563,0,5,0,0,4,0,0,0,3,0,9,2,4,2,2,0,8,2,0,0
564,0,0,0,0,0,0,0,0,6,4,7,2,5,0,2,0,3,3,0,0
565,4,0,0,0,0,0,0,0,6,3,3,1,2,0,4,0,1,6,3,2
566,0,6,0,4,4,0,0,0,4,3,3,3,9,2,5,0,3,4,1,1
567,0,5,0,0,0,0,0,0,2,4,4,2,1,0,4,0,5,2,3,1
568,0,0,0,0,3,0,0,0,2,7,6,2,8,1,2,0,7,1,0,0
569,0,0,1,3,4,0,0,0,8,2,3,3,6,2,3,0,2,4,1,3
570,0,6,0,0,0,0,0,0,7,2,6,4,9,0,7,0,3,7,0,0
571,0,6,0,5,4,0,0,0,6,1,1,2,3,2,5,0,2,4,2,6
572,0,6,0,0,3,0,0,0,4,2,4,3,7,2,2,0,8,0,0,2
573,0,0,0,0,1,0,0,0,6,2,3,2,4,0,2,0,1,4,1,4
574,0,6,0,3,4,0,0,0,5,3,9,2,2,2,0,0,9,0,0,2
575,0,6,0,0,5,0,2,0,7,0,2,2,9,0,5,0,2,0,1,7
576,0,6,0,0,2,0,0,0,1,4,7,1,1,1,0,0,6,2,0,0
577,0,6,0,0,4,0,0,0,5,0,2,2,3,2,4,0,8,4,0,7
578,0,6,0,4,4,0,0,0,6,2,5,2,4,2,3,0,3,3,0,3
579,0,0,0,0,3,0,0,0,3,4,5,2,4,0,2,0,8,2,0,0
580,0,0,0,0,0,0,0,0,3,3,7,3,9,2,3,0,8,4,0,0
581,0,6,0,0,0,0,0,0,1,4,5,4,9,0,0,0,7,3,1,2
582,0,0,0,0,0,0,0,0,8,0,0,2,3,0,5,0,1,0,0,7
583,0,5,0,0,2,0,0,0,6,0,6,2,6,2,5,0,3,2,2,3
584,0,0,0,0,4,0,0,0,6,2,4,3,9,2,2,0,3,5,0,4
585,0,0,0,0,5,0,0,0,8,0,0,2,9,0,1,0,1,3,0,9
586,0,0,0,0,0,0,0,0,2,3,6,2,2,0,5,0,5,3,2,1
587,0,6,0,0,4,0,0,0,3,1,7,2,9,1,3,0,10,1,0,7
588,0,0,0,0,0,0,0,0,4,1,5,3,7,0,6,0,8,1,0,0
589,0,6,0,0,0,0,0,0,8,3,2,3,9,0,4,0,3,1,0,7
590,0,0,0,0,0,0,0,0,3,3,6,3,9,0,2,0,8,3,0,0
591,0,6,0,0,0,0,0,0,4,1,5,3,9,0,5,0,10,2,2,5
592,0,0,0,0,5,0,0,0,5,0,9,2,4,0,2,0,8,2,0,0
593,0,0,0,0,0,0,0,0,2,4,8,3,1,0,7,0,5,3,2,1
594,0,5,0,0,0,0,0,0,7,0,4,3,5,0,2,0,2,4,0,2
595,0,6,0,0,4,0,0,0,8,2,2,3,9,2,2,0,2,2,0,6
596,0,6,0,0,0,0,0,0,1,5,0,2,0,0,7,0,4,3,0,1
597,0,0,0,0,2,0,0,0,4,4,7,3,1,2,6,0,9,2,1,1
598,0,0,0,0,3,0,0,0,6,1,3,2,8,2,2,0,3,0,0,2
599,0,0,0,0,0,0,0,0,3,3,6,5,9,0,0,0,8,0,0,9
600,0,6,0,0,3,0,0,0,1,1,4,2,6,2,1,0,6,2,1,4
601,0,6,0,2,4,0,0,0,3,0,4,2,6,0,3,0,8,7,0,3
602,0,6,0,0,0,0,0,0,4,1,4,2,0,0,2,0,3,5,1,4
603,0,0,0,0,0,0,0,0,3,5,6,2,9,0,0,0,8,0,0,2
604,0,5,0,0,0,0,0,0,5,3,6,3,9,2,2,0,8,3,0,2
605,0,0,0,0,2,0,0,0,3,0,9,4,0,2,3,0,8,0,0,0
606,0,0,0,0,0,0,0,0,7,3,2,3,3,0,4,0,2,3,1,3
607,0,0,0,0,3,0,0,0,3,4,6,3,4,0,2,0,8,3,1,3
608,0,5,0,0,0,0,0,0,3,6,9,2,0,0,6,0,5,0,3,1
609,0,0,0,0,3,0,0,0,3,4,7,2,5,0,2,0,8,3,0,0
610,0,5,0,0,3,0,0,0,4,0,3,4,9,2,4,0,3,9,1,4
611,0,0,0,0,0,0,0,0,1,2,5,2,2,0,3,0,7,4,0,0
612,0,6,0,0,0,0,0,0,3,5,6,3,5,0,0,0,8,0,0,2
613,0,5,0,0,2,0,0,0,3,2,2,1,0,2,4,0,5,7,2,0
614,0,6,0,0,5,0,0,0,3,2,4,2,5,0,3,0,1,3,1,3
615,0,6,0,0,2,0,0,0,1,2,5,1,4,0,2,0,4,2,0,5
616,0,0,0,0,0,0,0,0,7,1,4,3,6,0,3,0,2,2,1,4
617,0,0,0,2,4,0,0,0,7,2,3,3,9,2,0,0,2,3,0,6
618,0,0,0,0,3,0,0,0,3,1,6,3,7,2,3,0,8,4,1,2
619,0,0,0,0,4,0,0,0,7,0,5,2,7,2,7,0,2,4,4,2
620,0,0,0,0,6,0,0,0,6,2,5,1,4,0,2,0,1,2,0,5
621,0,0,0,0,3,0,0,0,6,0,0,3,9,0,0,0,2,7,2,2
622,0,0,0,0,3,0,0,0,3,4,6,3,4,2,2,0,8,3,1,3
623,0,6,0,0,0,0,0,0,5,3,7,3,5,0,3,0,8,2,1,2
624,0,5,0,0,0,0,0,0,1,3,6,2,2,0,5,0,7,3,2,1
625,0,5,0,0,2,0,0,0,1,4,8,3,3,2,5,0,7,0,1,0
626,0,6,0,0,0,0,0,0,7,0,5,4,9,0,5,0,2,9,0,7
627,0,0,0,0,4,1,0,0,3,2,6,2,5,0,3,0,8,2,1,2
628,0,6,0,0,3,0,0,0,4,2,2,2,1,0,5,0,3,6,0,3
629,0,0,0,0,4,0,0,0,8,1,2,3,8,2,3,0,3,3,1,5
630,0,6,0,0,0,0,0,0,4,3,6,3,6,0,2,0,10,3,1,3
631,0,0,0,6,4,0,0,0,7,0,2,3,9,2,3,1,3,0,0,5
632,0,0,0,0,0,0,0,0,1,2,6,3,1,0,5,0,5,3,2,1
633,0,6,0,0,3,0,0,0,1,3,6,2,2,2,5,0,7,3,2,1
634,0,6,0,0,2,0,0,0,5,0,4,4,9,2,5,0,9,3,0,2
635,0,0,0,0,4,0,0,0,5,7,6,4,5,0,2,0,9,0,0,0
636,0,0,0,0,0,0,0,0,3,4,4,1,2,0,4,0,8,2,2,2
637,0,0,0,0,6,0,0,0,4,2,6,2,5,2,3,0,9,2,1,2
638,5,6,0,0,4,0,0,0,6,0,2,3,3,2,5,0,3,4,1,6
639,0,0,0,0,0,0,0,0,3,5,5,2,0,0,2,0,5,4,5,0
640,0,6,0,0,4,0,0,0,6,1,6,3,7,2,4,0,1,2,1,4
641,0,0,0,0,2,0,0,0,2,2,5,3,7,0,4,0,7,4,1,2
642,0,0,0,0,5,0,0,0,3,3,7,3,6,2,4,0,8,0,0,2
643,0,0,0,0,0,0,0,0,6,0,3,2,4,0,6,0,1,3,2,4
644,0,0,0,0,2,0,0,0,3,2,5,3,5,2,2,0,8,3,1,3
645,0,0,0,0,1,0,0,0,3,2,5,3,4,0,5,0,8,3,0,2
646,0,0,0,0,0,0,0,0,6,0,0,4,8,0,4,0,8,7,2,3
647,0,0,0,0,3,0,0,0,8,6,7,4,9,0,4,0,3,3,1,5
648,0,6,0,0,4,0,0,0,1,1,5,3,6,2,3,0,7,2,2,2
649,0,5,0,0,0,0,0,0,7,0,3,2,0,0,3,0,2,6,0,7
650,0,6,0,0,0,0,0,0,1,2,5,2,2,0,3,0,7,4,0,0
651,0,6,0,0,5,0,0,0,3,2,6,2,9,2,2,0,8,2,2,3
652,0,0,0,0,0,0,0,0,6,3,5,3,7,0,2,0,8,0,0,3
653,0,0,0,0,0,0,0,0,3,5,9,4,0,0,0,0,8,0,0,2
654,0,6,0,0,3,0,0,0,1,4,6,2,3,2,2,0,6,3,2,1
