,mt_auto,nb_bateau,mt_RC,pouvoir_achat,mt_incendie,mt_bateau,niv_etud_bas,revenu_moyen,niv_etude_haut,revenu1,proprietaire,auto0,auto1,type_client,nb_securite_soc,PCStop,revenu4,revenu3,assur_sante_prive,PCSouvr,PCSagri,celibataire,PCSinter,mt_cyclomoteur,PCSouvr_quali,sans_religion,nbpers_au_foyer,nb_accident_famil,concubin,mt_velo,assur_caravane
819,5,0,0,8,0,0,2,5,3,0,9,0,6,3,0,4,3,3,5,0,3,2,2,0,0,3,3,0,0,0,0
820,0,0,0,4,0,0,5,6,0,0,7,4,5,8,0,3,0,9,0,1,0,1,1,0,5,6,3,0,0,0,0
821,0,0,0,4,0,0,9,4,0,1,0,3,6,9,0,0,0,3,0,5,0,4,4,0,0,4,2,0,0,0,0
822,0,0,2,3,4,0,7,2,2,7,3,1,6,9,0,5,0,0,4,3,0,0,2,0,0,4,4,0,1,0,0
823,0,0,2,4,2,0,3,2,2,6,2,3,5,9,0,2,0,1,0,2,0,4,4,0,2,3,2,0,2,0,0
824,6,0,0,1,3,0,9,3,0,5,0,0,7,7,0,0,0,0,0,4,0,0,2,0,4,7,2,0,0,0,0
825,0,0,0,6,0,0,4,6,3,3,6,1,6,1,0,6,1,4,6,0,0,3,1,0,1,5,3,0,0,0,0
826,6,0,2,4,4,0,6,4,0,2,7,2,7,8,0,0,0,6,3,1,2,1,3,0,4,3,3,0,1,0,0
827,0,0,0,6,2,0,5,4,1,0,7,2,7,1,0,1,0,4,2,3,1,3,6,0,1,3,2,0,0,0,0
828,5,0,2,3,5,0,6,4,0,5,7,0,9,9,0,0,0,4,0,0,0,2,2,0,8,3,4,0,0,0,0
829,6,0,2,3,3,0,6,3,2,3,8,1,8,8,0,0,0,3,1,1,1,1,2,0,6,3,4,0,0,0,0
830,5,0,0,3,3,0,5,3,1,3,4,3,6,8,0,1,1,3,2,4,0,3,3,0,2,4,2,0,2,0,0
831,6,0,2,5,4,0,5,3,0,6,6,0,9,9,0,0,0,3,0,0,0,0,3,0,6,3,5,0,0,0,0
832,6,0,2,5,4,0,4,4,2,3,5,1,6,9,0,3,2,3,4,1,2,2,2,0,2,4,3,0,1,0,0
833,6,0,0,4,0,0,2,3,0,4,0,0,9,3,0,0,0,0,0,2,0,2,7,0,0,4,3,0,0,0,0
834,6,0,2,7,4,0,6,5,0,2,9,0,9,3,0,0,2,5,0,2,0,0,7,0,0,7,4,0,0,0,1
835,6,0,0,3,0,0,5,2,0,5,0,4,5,8,0,0,0,0,3,0,0,2,3,0,6,6,3,0,0,0,0
836,0,0,0,4,0,0,9,4,0,2,4,1,8,9,0,0,0,4,1,4,0,0,2,0,4,5,3,0,2,0,0
837,6,0,2,6,4,0,5,3,4,3,9,3,6,1,0,2,1,2,2,2,1,0,2,0,3,3,2,0,1,0,1
838,6,0,0,4,0,0,6,4,1,0,7,2,7,10,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
839,6,0,0,3,3,0,5,3,1,5,3,4,4,8,0,0,0,2,1,2,1,4,5,0,2,4,2,0,1,0,0
840,0,0,2,1,2,0,5,3,1,2,0,2,7,6,0,4,0,1,0,2,0,7,4,0,1,4,1,0,1,0,0
841,0,0,0,7,4,0,3,5,2,1,7,1,7,2,0,3,1,5,4,1,0,1,4,0,2,3,3,0,1,0,0
842,0,0,0,7,3,0,2,3,1,4,5,0,7,3,0,2,0,1,3,4,0,0,4,0,0,5,3,0,2,0,0
843,0,0,2,2,1,0,5,3,0,4,0,2,7,5,0,0,0,3,0,4,0,2,2,0,4,4,2,0,5,0,0
844,5,0,0,8,0,0,0,4,3,0,9,0,6,1,0,4,0,3,6,0,0,0,4,0,2,2,3,0,0,0,0
845,0,0,0,2,0,0,7,3,1,3,1,2,7,5,0,1,1,2,1,1,0,1,4,0,4,5,3,0,1,0,0
846,6,0,0,7,0,0,1,7,6,0,9,0,7,2,0,6,4,5,7,1,0,0,2,0,1,3,3,0,0,0,0
847,6,0,0,4,4,0,7,4,0,0,4,2,5,8,0,0,1,3,2,1,0,0,8,0,0,0,3,0,0,0,0
848,0,0,0,4,0,0,7,3,0,3,1,2,6,9,0,1,0,3,0,2,0,1,6,0,2,4,3,0,1,0,0
849,0,0,2,3,0,0,8,4,0,1,0,3,5,8,0,1,0,3,2,3,0,1,1,0,6,5,3,0,0,0,0
850,0,0,0,3,0,0,5,4,2,4,3,4,5,5,0,1,2,3,3,2,0,4,6,0,1,4,2,0,4,0,0
851,6,0,0,4,0,0,4,4,2,2,2,2,7,9,0,2,0,5,0,2,0,2,3,0,3,4,2,0,4,0,0
852,0,0,2,3,1,0,8,3,1,0,8,2,5,7,0,1,0,1,2,6,0,0,1,0,2,4,4,0,0,0,0
853,6,0,0,3,0,0,9,2,0,4,4,3,5,9,0,0,0,0,0,4,0,0,0,0,5,6,3,0,0,0,0
854,0,0,0,5,6,0,5,3,1,4,5,2,6,4,0,2,1,3,2,4,1,4,3,0,1,2,2,0,1,0,0
855,6,0,0,6,3,0,1,3,4,3,1,1,8,3,0,2,0,2,0,2,0,6,4,0,3,4,1,0,3,0,0
856,0,0,2,7,4,0,2,5,4,1,9,2,6,2,0,3,1,4,4,1,0,2,5,0,1,1,3,0,0,0,1
857,6,0,2,6,4,0,7,4,0,0,7,0,5,8,0,0,0,4,0,2,0,0,2,0,4,2,3,0,2,0,1
858,0,0,2,3,0,0,3,2,0,9,3,3,6,5,0,0,0,0,1,4,0,4,3,0,2,4,3,0,1,0,0
859,6,0,2,6,4,0,4,6,3,0,9,0,6,3,1,1,4,2,5,4,1,1,4,0,1,4,3,0,0,0,0
860,0,0,1,6,2,0,5,7,0,0,4,2,6,8,0,4,5,4,1,0,0,0,3,0,3,5,4,0,2,0,0
861,6,0,0,2,0,0,5,3,2,5,1,4,5,5,0,2,0,2,0,1,0,6,4,3,3,3,2,0,0,0,0
862,0,0,0,8,0,0,4,5,2,1,4,0,7,2,0,2,2,5,2,1,0,1,3,0,4,6,3,0,0,1,0
863,6,0,0,8,0,0,3,4,1,3,8,0,9,3,0,1,0,4,4,1,0,1,5,0,3,1,4,0,1,0,0
864,6,0,2,3,3,0,2,3,0,4,0,2,7,5,0,0,0,2,0,2,0,5,7,0,0,4,1,0,2,0,0
865,6,0,2,6,3,0,0,5,0,2,3,0,7,1,0,0,1,4,6,5,0,0,0,0,0,5,2,0,0,0,0
866,0,0,0,7,3,0,2,3,2,3,3,2,7,2,0,2,0,3,3,3,0,1,3,0,1,4,3,0,1,0,0
867,0,0,0,2,0,0,2,3,1,3,0,4,3,5,0,1,0,3,3,3,0,5,6,0,1,2,1,0,4,0,0
868,6,0,2,6,6,0,4,6,2,1,7,3,5,1,0,4,3,4,4,1,0,2,2,0,4,3,2,0,1,0,0
869,6,0,0,3,0,0,5,3,1,3,4,3,6,8,0,1,1,3,2,4,0,3,3,3,2,4,2,0,2,0,1
870,0,0,2,8,0,0,9,2,0,9,0,2,6,2,0,0,0,0,2,5,0,3,2,0,3,5,2,0,1,0,0
871,6,0,2,3,3,0,7,4,1,2,4,2,6,8,0,1,1,3,2,2,0,0,3,0,4,5,3,0,0,0,1
872,6,0,2,3,4,0,5,3,1,3,4,3,6,8,0,1,1,3,2,4,0,3,3,0,2,4,2,0,2,0,0
873,0,0,2,1,3,0,6,4,1,5,3,2,7,7,0,3,1,1,3,3,1,2,2,0,2,1,2,0,2,0,0
874,6,0,0,3,5,0,5,3,0,5,2,1,6,8,0,0,0,0,4,0,0,4,9,0,0,4,3,0,1,0,0
875,6,0,2,8,4,0,3,5,3,2,6,2,6,2,0,3,2,4,3,2,0,2,4,0,1,3,3,0,1,0,0
876,6,0,2,8,4,0,3,6,2,3,7,3,4,2,0,3,4,2,6,3,1,4,3,0,1,6,2,0,0,0,0
877,0,0,2,4,5,0,6,5,0,0,9,2,6,9,0,3,0,5,3,6,1,0,0,0,0,4,4,0,0,0,0
878,0,0,0,7,0,0,0,4,6,0,9,2,6,2,0,0,0,9,2,0,0,0,6,0,3,4,2,0,2,0,0
879,6,0,0,5,0,0,4,6,4,1,4,2,7,9,0,1,4,2,3,5,0,0,4,0,1,4,2,0,0,0,0
880,0,0,2,2,2,0,8,3,0,3,1,3,6,7,0,0,0,0,2,6,1,0,3,0,0,3,3,0,1,0,0
881,6,0,1,4,3,0,5,2,1,5,1,1,5,9,0,1,0,0,1,7,0,1,2,0,0,5,4,0,0,0,0
882,0,0,0,4,0,0,5,4,2,3,5,2,6,9,0,2,1,2,3,3,1,2,3,5,1,3,2,0,1,0,0
883,0,0,0,4,0,0,8,2,0,6,1,6,3,9,0,1,1,2,1,5,0,4,1,0,3,2,3,0,1,0,0
884,6,0,2,3,4,0,7,4,0,0,6,0,8,8,0,0,0,4,2,1,0,0,4,0,4,2,2,0,0,0,0
885,0,0,0,4,0,0,5,3,1,5,1,3,5,3,0,1,1,2,3,3,0,2,3,0,3,1,3,0,1,0,0
886,0,0,2,1,2,0,4,3,2,2,1,1,8,6,0,2,0,1,2,3,2,2,2,0,0,1,2,0,0,0,0
887,0,0,0,6,3,0,5,4,1,2,7,3,5,1,0,2,1,3,4,2,1,2,4,0,2,2,3,0,1,0,0
888,6,0,3,6,4,0,7,3,0,4,4,0,8,1,0,1,0,2,1,2,2,0,1,0,5,2,3,0,0,0,0
889,0,0,1,1,3,0,5,4,1,2,7,3,5,7,0,2,1,3,4,2,1,2,4,0,2,2,3,0,1,0,0
890,0,0,2,3,4,0,3,5,0,0,9,2,6,8,0,3,2,0,3,0,5,0,2,3,0,3,3,0,2,0,0
891,0,0,0,5,0,0,5,3,1,3,3,2,7,9,0,1,1,3,2,2,0,2,3,0,3,3,2,0,2,1,0
892,0,0,2,3,3,0,0,0,4,0,9,0,7,8,0,9,0,5,7,0,0,1,0,0,0,3,3,0,0,0,0
893,0,0,0,5,3,0,6,3,3,2,7,2,7,8,0,2,0,2,1,2,0,2,3,0,3,2,2,0,1,0,0
894,0,0,0,3,0,0,5,4,0,0,9,0,7,8,0,2,0,4,5,0,0,0,2,0,5,0,3,0,0,0,0
895,0,0,0,8,4,0,0,4,2,0,9,0,7,2,0,2,0,3,2,0,0,0,7,0,0,0,3,0,2,0,0
896,6,0,0,8,0,0,0,7,5,0,9,0,3,1,0,4,2,4,7,2,0,0,2,0,1,2,3,0,0,0,0
897,0,0,0,1,2,0,6,3,1,4,4,2,5,7,0,2,1,1,2,3,1,3,2,0,3,3,3,0,1,0,0
898,0,0,2,3,1,0,2,3,0,4,0,2,7,5,0,0,0,2,0,2,0,5,7,0,0,4,1,0,2,0,0
899,0,0,0,8,0,0,1,5,4,0,9,0,6,1,0,7,1,7,4,0,0,1,2,0,0,2,3,0,0,0,0
900,0,0,0,4,0,0,7,5,0,0,7,2,6,10,0,4,0,9,3,3,2,0,2,0,0,3,4,0,1,0,0
901,0,0,0,1,4,0,6,3,1,3,1,2,6,7,0,1,1,2,1,2,0,2,3,0,3,5,3,0,2,0,0
902,6,0,0,5,0,0,4,4,0,3,9,3,6,9,0,0,1,3,2,4,0,0,0,0,5,2,3,0,1,0,0
903,6,0,2,8,3,0,2,6,3,0,9,0,7,3,0,5,3,5,7,3,0,0,1,0,1,4,3,0,0,0,0
904,6,0,2,3,2,0,5,2,1,6,1,4,5,5,0,1,1,1,1,5,0,6,1,0,3,5,1,0,2,0,0
905,0,0,0,3,0,0,3,2,1,6,1,4,5,5,0,1,0,1,1,4,0,4,4,0,1,4,2,0,2,0,0
906,0,0,0,8,0,0,0,4,0,1,4,1,7,3,0,1,1,2,1,3,0,0,3,0,3,4,3,0,1,0,0
907,0,0,2,3,4,0,5,4,0,1,9,0,9,8,0,0,0,4,0,3,0,0,2,0,5,5,3,0,0,0,0
908,0,0,0,2,1,0,4,3,3,5,1,3,6,5,0,2,0,2,3,2,0,5,3,0,2,4,2,0,1,0,0
909,6,0,0,6,3,0,1,5,3,1,5,1,7,3,0,6,0,8,4,1,0,1,2,0,0,2,3,0,0,1,0
910,6,0,2,3,4,0,5,4,1,2,6,2,6,8,0,2,1,3,3,3,0,1,3,0,2,3,3,0,1,0,0
911,0,0,0,8,3,0,0,3,7,3,9,0,7,2,0,9,0,0,7,0,0,3,0,0,0,3,3,0,0,0,0
912,0,0,2,3,4,0,4,5,1,2,4,1,6,8,0,2,2,3,7,0,0,1,4,0,3,6,3,0,0,0,0
913,0,0,2,1,2,0,6,3,1,4,4,2,5,7,0,2,1,1,2,3,1,3,2,0,3,3,3,0,1,0,0
914,0,0,0,6,0,0,3,2,3,5,2,4,5,1,0,0,0,0,2,3,0,6,6,0,0,4,1,0,3,0,0
915,0,0,1,1,0,0,4,4,3,3,6,2,7,6,0,4,1,3,4,2,1,2,2,0,2,3,2,0,1,0,0
916,6,0,0,4,0,0,6,3,0,1,1,2,6,3,0,1,0,3,0,2,0,1,3,0,4,4,3,0,1,0,0
917,6,0,0,3,0,0,6,3,0,0,8,2,5,8,0,0,1,1,2,7,0,0,2,0,0,0,2,0,0,0,0
918,6,0,2,3,4,0,3,5,0,0,9,2,6,10,0,2,0,8,3,3,5,0,0,5,0,4,4,0,0,0,0
919,0,0,0,6,0,0,2,5,4,0,9,0,5,1,0,6,1,8,9,0,0,1,2,0,2,0,2,0,0,0,0
920,6,0,0,3,0,0,8,2,0,7,0,3,5,8,0,1,0,1,2,1,0,3,1,0,8,6,2,0,0,0,0
921,6,0,0,3,3,0,5,4,2,0,4,1,7,8,2,3,0,3,1,0,0,3,3,0,4,4,2,0,1,0,0
922,6,0,2,5,3,0,9,4,0,0,0,2,6,8,0,0,0,5,2,4,0,0,0,0,5,3,4,0,1,0,0
923,6,0,2,5,4,0,4,4,0,3,9,3,6,9,0,0,1,3,2,4,0,0,0,0,5,2,3,0,1,0,0
924,0,0,0,6,4,0,6,4,0,0,7,0,5,3,1,0,0,5,4,2,0,0,5,0,3,0,4,0,0,0,1
925,6,0,2,3,0,0,5,3,1,5,3,4,4,8,0,0,0,2,1,2,1,4,5,0,2,4,2,0,1,0,0
926,6,0,0,1,0,0,6,2,0,6,5,4,3,7,0,0,0,2,2,5,2,2,0,0,3,0,3,0,0,0,0
927,6,0,2,7,4,0,1,5,3,2,3,0,7,2,0,6,1,4,6,1,0,2,2,0,0,5,2,0,0,0,0
928,0,0,0,6,2,0,5,3,0,5,7,4,5,3,0,1,0,2,2,1,2,3,4,0,3,5,2,0,1,0,0
929,0,0,0,8,0,0,0,7,8,0,9,0,7,2,0,9,5,3,7,0,0,0,0,5,0,3,3,0,0,0,0
930,6,0,0,3,0,0,6,3,0,2,9,2,4,8,0,2,0,3,3,2,0,0,2,3,5,2,2,0,2,0,0
931,6,0,0,1,0,0,3,3,2,5,2,3,5,6,0,2,1,2,3,2,0,3,5,0,1,1,2,0,1,0,0
932,5,0,2,4,2,0,9,4,0,2,4,1,8,9,0,0,0,4,1,4,0,0,2,0,4,5,3,0,2,0,0
933,5,0,0,4,0,0,8,3,1,4,0,2,7,9,0,2,0,5,3,3,0,1,4,0,1,4,4,0,0,0,0
934,6,0,2,6,4,0,6,3,0,5,2,1,6,8,0,0,0,1,4,0,0,4,9,0,0,4,2,0,1,0,0
935,0,0,2,3,0,0,6,3,0,4,8,0,7,8,0,2,0,3,2,3,2,0,1,0,3,3,3,0,0,0,0
936,5,0,0,2,3,0,9,3,0,5,0,2,6,7,0,0,0,0,3,6,0,1,0,0,3,3,3,0,1,0,0
937,6,0,2,3,5,0,7,3,1,0,8,2,5,7,0,2,0,2,2,3,0,0,3,0,3,4,3,0,0,0,1
938,0,0,2,3,2,0,4,3,1,4,2,3,6,5,0,2,1,2,2,4,0,5,2,0,2,4,1,0,2,0,0
939,0,0,2,3,2,0,5,3,1,4,3,3,6,1,0,2,0,3,1,3,0,4,3,0,2,2,2,0,2,0,0
940,0,0,2,1,1,0,5,5,3,2,6,2,6,7,0,3,0,7,4,0,0,3,4,0,3,3,2,0,1,0,0
941,6,0,0,6,0,0,4,4,5,0,4,0,9,3,0,0,0,0,5,0,0,5,9,0,0,0,2,0,0,0,0
942,6,0,0,5,0,0,5,4,1,2,6,2,6,9,0,2,1,3,3,3,0,1,3,0,2,3,3,0,1,0,1
943,0,0,0,3,0,0,3,7,3,1,7,2,7,8,0,1,3,4,2,4,0,3,1,0,4,0,2,0,0,0,0
944,6,0,0,6,0,0,3,5,2,1,8,2,6,3,0,2,2,3,3,2,1,2,3,0,2,3,3,0,2,0,0
945,6,0,2,3,2,0,5,7,0,0,0,2,5,8,0,1,4,3,2,2,0,0,3,0,5,3,3,0,0,0,0
946,6,0,0,6,0,0,0,5,0,3,9,3,5,1,0,4,2,3,4,1,0,0,2,0,1,3,5,0,1,1,0
947,5,0,2,5,3,0,4,3,1,2,1,1,8,8,0,2,0,2,5,3,0,2,3,0,3,2,2,0,0,0,0
948,5,0,2,5,4,0,9,1,0,7,2,2,7,9,0,0,0,0,2,3,0,7,0,0,6,0,2,0,0,0,0
949,0,0,0,1,1,0,5,4,1,1,5,2,6,7,0,1,1,4,2,3,1,2,2,0,3,3,3,0,1,0,0
950,0,0,2,2,3,0,6,2,1,5,2,3,6,5,0,1,0,1,1,3,1,4,3,0,3,5,2,0,2,0,0
951,0,0,0,3,0,0,2,3,1,2,2,2,6,1,0,2,0,2,3,2,0,1,6,0,1,4,3,0,1,0,0
952,0,0,0,3,4,0,6,3,2,3,8,1,8,8,0,0,0,3,1,1,1,1,2,0,6,3,4,0,0,0,0
953,0,0,0,5,0,0,5,3,0,6,6,0,9,9,0,0,0,3,0,0,0,0,3,0,6,3,5,0,0,1,0
954,0,0,0,6,3,0,7,4,0,0,7,0,5,8,0,0,0,4,0,2,0,0,2,0,4,2,3,0,2,0,0
955,0,0,1,1,3,0,6,2,0,5,0,4,5,7,0,2,0,1,4,4,0,3,2,0,4,3,2,0,0,0,0
956,5,0,2,2,2,0,5,2,1,6,1,2,6,5,0,1,0,1,1,2,0,3,3,0,4,6,2,0,2,0,0
957,6,0,1,3,3,0,7,3,0,6,0,0,7,8,0,0,0,0,0,3,0,0,3,0,4,5,2,0,0,0,1
958,6,0,0,8,0,0,2,6,7,1,7,0,8,2,0,7,4,5,5,2,0,0,0,0,1,0,3,0,0,0,0
959,6,0,0,6,0,0,3,4,4,0,7,0,7,1,0,2,0,4,7,1,0,0,2,0,3,3,3,0,0,0,0
960,5,0,2,3,2,0,1,4,2,1,2,2,7,5,0,2,2,2,2,1,1,3,6,0,1,2,2,0,1,0,0
961,0,0,2,5,4,0,4,3,2,2,2,0,9,9,0,0,0,3,0,0,0,0,5,0,4,2,3,0,0,0,0
962,0,0,2,8,2,0,3,5,1,1,1,0,9,3,0,2,1,6,3,3,0,0,3,0,2,5,3,0,2,0,0
963,0,0,0,3,0,0,8,2,1,7,9,0,7,8,0,0,0,1,2,0,0,3,1,3,7,4,2,0,0,0,0
964,0,0,0,3,0,0,3,3,0,4,5,9,0,5,0,0,0,0,0,2,0,6,4,0,3,9,1,0,0,0,0
965,0,0,2,3,3,0,7,2,0,6,9,3,6,8,0,0,0,0,0,4,2,3,0,0,3,5,3,0,0,0,0
966,0,0,0,3,0,0,4,2,0,8,4,0,8,8,0,0,0,1,0,5,0,1,4,0,1,4,3,0,1,0,0
967,0,0,2,3,6,0,2,5,1,0,9,0,4,10,0,3,2,4,6,1,3,0,3,0,0,3,3,0,3,0,0
968,5,0,0,6,6,0,4,4,3,2,2,2,5,3,0,0,0,4,4,3,0,3,4,0,2,6,2,0,2,0,0
969,0,0,2,3,4,0,2,4,1,3,7,3,4,8,0,0,2,0,4,3,0,3,4,0,0,0,2,0,0,0,0
970,0,0,2,2,0,0,4,4,2,4,3,3,6,5,0,1,0,5,2,0,0,3,4,0,4,3,2,0,1,0,0
971,5,0,0,3,0,0,5,5,4,0,0,0,9,8,0,1,1,4,3,3,0,0,4,0,3,5,4,0,0,0,0
972,5,0,2,7,4,0,2,3,2,3,3,2,7,2,0,2,0,3,3,3,0,1,3,0,1,4,3,0,1,0,0
973,6,0,2,1,4,0,5,2,4,5,5,2,6,7,0,2,0,0,3,4,0,7,4,0,0,3,2,0,1,0,0
974,6,0,2,7,4,0,4,5,0,0,9,2,6,2,0,3,2,3,3,2,0,3,0,0,5,3,2,0,1,0,0
975,0,0,0,3,3,0,9,3,0,5,4,0,9,8,0,0,0,0,0,0,0,2,2,0,7,2,2,0,0,0,0
976,6,0,2,2,2,0,7,2,0,7,3,6,3,7,0,4,0,2,2,5,0,6,0,0,0,6,2,0,0,0,0
977,0,0,0,1,1,0,6,2,0,6,4,2,6,7,0,5,0,0,1,5,0,9,0,0,0,5,1,0,2,0,0
978,0,0,0,6,2,0,1,4,3,3,3,2,7,3,0,3,1,4,4,1,0,1,5,0,1,4,3,0,1,0,0
979,6,0,2,3,4,0,7,3,0,5,1,4,5,8,0,0,0,2,1,1,1,4,2,0,6,2,2,0,1,0,0
980,0,0,2,6,2,0,3,4,0,2,4,3,6,1,0,3,0,3,3,2,0,3,3,0,2,3,2,0,0,0,1
981,6,0,2,8,4,0,2,5,4,0,9,0,5,1,0,6,1,8,9,0,0,2,3,0,1,0,3,0,0,0,0
982,6,0,0,1,0,0,6,2,0,6,0,4,5,7,0,1,0,0,1,3,0,3,2,0,3,3,2,0,3,0,0
983,0,0,0,4,0,0,3,4,1,0,4,1,8,9,0,0,1,5,5,5,0,0,1,0,4,2,3,0,1,0,0
984,6,0,0,8,0,0,0,6,4,0,3,0,9,1,0,9,2,5,7,0,0,2,0,0,0,5,2,0,0,0,0
985,6,0,0,6,3,0,0,4,2,0,9,0,7,2,1,2,0,3,2,0,0,0,7,0,0,0,3,0,2,0,0
986,0,0,1,4,3,0,9,4,0,2,4,1,8,9,0,0,0,4,1,4,0,0,2,0,4,5,3,0,2,0,0
987,0,0,0,3,0,0,6,3,1,4,3,3,6,1,0,2,1,2,2,2,1,3,3,0,4,2,2,0,1,0,0
988,0,0,0,5,0,0,5,4,1,2,8,5,4,8,0,2,2,3,3,2,1,2,4,0,2,5,3,0,1,0,0
989,0,0,0,4,4,0,6,5,0,0,9,2,6,9,0,3,0,5,3,6,1,0,0,0,0,4,4,0,0,0,0
990,0,0,0,3,4,0,9,2,0,4,4,3,5,9,0,0,0,0,0,4,0,0,0,0,5,6,3,0,0,0,0
991,6,0,2,4,0,0,9,3,0,0,9,2,7,9,0,0,0,0,2,0,0,0,3,0,6,2,3,0,1,0,0
992,0,0,0,4,6,0,5,3,1,5,5,3,5,9,0,0,0,2,2,2,2,1,2,0,4,3,4,0,0,0,0
993,6,0,0,3,6,0,7,3,0,3,9,3,3,10,0,1,0,1,7,1,8,3,1,0,0,3,2,0,0,0,0
994,0,0,2,1,3,0,8,2,0,5,0,1,8,6,0,0,0,0,2,3,0,2,2,0,4,3,2,0,0,0,0
995,6,0,2,3,0,0,4,4,0,2,6,2,7,8,0,2,0,4,3,0,0,0,7,0,0,3,2,0,0,0,0
996,6,0,2,8,3,0,2,4,3,2,9,0,9,1,0,7,0,5,7,0,0,5,0,0,2,7,2,0,0,1,0
997,6,0,0,3,3,0,5,4,1,2,6,2,6,8,0,2,1,3,3,3,0,1,3,0,2,3,3,0,1,0,0
998,6,0,0,6,6,0,4,4,2,3,6,2,7,1,0,3,1,3,4,3,0,2,2,0,3,4,2,0,1,0,0
999,0,0,0,3,0,0,4,4,0,5,6,4,5,8,0,0,2,0,0,2,0,0,2,0,6,0,2,0,0,0,0
1000,6,0,0,3,4,0,3,3,0,1,9,0,6,10,0,1,0,3,0,0,6,0,3,0,0,3,5,0,0,0,0
1001,6,0,0,1,3,0,7,4,1,2,1,6,3,6,0,0,1,2,0,2,2,6,2,0,4,4,1,0,0,0,1
1002,5,0,0,8,0,0,2,5,2,2,5,2,5,3,0,2,1,4,4,3,0,1,5,0,0,3,4,0,1,0,0
1003,0,0,0,4,0,0,8,4,1,0,6,1,7,9,0,1,0,2,1,0,0,3,3,3,6,4,2,0,1,0,0
1004,6,0,0,5,0,0,5,4,1,2,6,2,6,9,0,2,1,3,3,3,0,1,3,0,2,3,3,0,1,0,0
1005,6,0,2,4,3,0,3,3,2,4,0,2,4,3,0,2,1,2,3,3,0,1,4,0,1,5,4,0,0,0,1
1006,0,0,2,3,4,0,4,4,2,0,9,0,7,8,0,3,0,3,3,1,0,0,4,0,1,0,4,0,0,0,0
1007,5,0,2,3,4,0,6,3,1,4,4,2,6,8,0,1,1,2,1,2,1,2,3,0,3,5,3,0,2,0,0
1008,6,0,2,5,0,0,6,3,0,2,0,0,7,9,0,0,0,1,0,4,0,0,3,0,3,4,3,0,0,0,0
1009,0,0,2,3,2,0,4,2,0,7,1,5,4,5,0,0,0,1,0,1,0,1,5,0,3,2,2,0,4,0,0
1010,5,0,0,5,0,0,5,2,0,5,3,2,4,9,0,3,0,0,6,1,0,4,6,0,0,0,2,0,2,0,0
1011,6,0,1,2,0,0,9,2,0,7,0,8,1,7,0,0,0,0,1,3,1,6,1,0,5,3,1,0,2,0,0
1012,6,0,0,8,0,0,0,7,8,0,9,0,7,1,0,9,5,3,7,0,0,0,0,0,0,3,3,0,0,0,0
1013,0,0,0,5,0,0,5,3,1,2,2,4,4,8,0,0,0,4,1,3,0,2,4,0,3,2,3,0,0,0,0
1014,6,0,0,2,0,0,5,3,0,2,6,2,6,5,0,1,0,2,1,2,0,1,3,0,5,4,3,0,1,0,0
1015,0,0,2,8,3,0,5,3,0,2,6,1,7,3,0,0,0,0,4,0,0,0,4,0,5,4,4,0,0,0,0
1016,6,0,1,3,3,0,4,2,0,8,4,0,8,8,0,0,0,1,0,5,0,1,4,0,1,4,3,0,1,0,0
1017,6,0,2,6,4,0,4,6,3,0,9,0,6,3,0,1,4,2,5,4,1,1,4,0,1,4,3,0,0,0,0
1018,0,0,0,1,2,0,3,3,2,5,0,4,5,6,0,2,0,3,4,1,0,6,5,0,2,3,1,0,1,0,0
1019,0,0,2,4,5,0,3,4,0,1,9,3,3,10,0,3,0,4,7,1,4,3,2,0,0,2,3,0,0,0,0
1020,5,0,0,3,0,0,9,4,0,0,0,3,6,8,0,5,0,5,2,4,0,0,0,0,0,2,2,0,0,0,0
1021,0,0,0,5,0,0,6,5,1,1,7,2,5,9,0,2,3,2,4,3,0,1,4,0,0,3,3,0,1,0,0
1022,0,0,0,4,0,0,3,3,2,5,2,3,5,9,0,2,1,2,3,2,0,3,5,0,1,1,2,0,1,0,0
1023,0,0,0,1,0,0,7,2,0,5,0,9,0,6,0,2,0,0,7,4,2,7,3,0,0,5,1,0,0,0,0
1024,0,0,2,3,5,0,6,3,2,3,3,3,6,8,0,2,1,2,2,2,1,2,2,0,3,3,3,0,1,0,0
1025,6,0,0,5,0,0,5,3,1,3,2,4,5,9,0,1,0,2,2,3,0,2,2,0,3,4,3,0,1,0,0
1026,6,0,2,3,4,0,5,4,1,0,7,0,7,8,0,1,0,3,7,3,0,0,3,0,3,2,2,0,0,0,0
1027,0,0,0,8,0,0,0,5,4,0,9,0,7,1,0,6,0,9,6,0,0,0,3,0,0,0,2,0,0,0,0
1028,6,0,0,7,0,0,3,4,3,0,8,1,8,2,0,4,0,4,3,0,0,2,4,0,1,3,3,0,1,0,0
1029,6,0,2,3,3,0,4,4,2,0,9,0,7,8,0,3,0,3,3,1,0,0,4,0,1,0,4,0,0,0,1
1030,5,0,0,3,0,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
1031,5,0,0,6,0,0,0,6,5,0,5,1,6,1,0,0,0,9,4,0,4,2,0,0,0,4,4,0,1,0,0
1032,6,0,0,3,0,0,9,3,0,3,0,0,7,8,0,0,0,2,0,0,3,0,0,0,6,3,4,0,0,0,0
