,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive,niv_etude_haut,mt_tracteur,mt_bateau,sans_enfant,celibataire,auto0,catholique,nb_MRH,revenu2,PCSagri,nb_accident_famil,auto2,Cle,Cle.1,PCStop,revenu_moyen,mt_velo,autre_religion,nbmaisons,mt_cyclomoteur,revenu3,PCSouvr_quali,revenu4,auto1,revenu5,PCScadre,revenu1
1066,0,0,0,0,2,0,0,0,1,3,9,2,0,2,3,0,6,2,0,0,0,0,0,2,4,2,0,0,7,2,0,0,1067,1067,0,3,0,2,2,0,0,3,0,7,0,0,2
1067,0,6,0,0,0,0,0,0,6,1,2,3,1,0,3,0,3,5,2,0,1,0,0,1,3,1,0,0,4,0,0,0,1068,1068,1,3,0,2,1,0,2,3,0,8,0,0,4
1068,0,0,0,0,3,0,0,0,4,2,3,3,7,2,4,0,8,6,3,2,2,0,0,5,1,5,0,0,3,1,0,0,1069,1069,1,4,0,3,1,0,2,1,2,4,1,0,3
1069,5,6,0,0,4,0,0,0,6,4,7,2,5,2,2,0,3,3,0,0,0,0,0,4,3,2,1,0,7,0,0,1,1070,1070,1,3,1,3,1,0,2,3,0,6,0,0,1
1070,0,6,0,0,0,0,0,0,4,2,3,3,3,0,6,0,3,6,0,1,2,0,0,2,2,3,0,0,5,0,0,1,1071,1071,1,3,0,0,1,0,3,0,0,5,0,0,2
1071,0,6,0,0,0,0,0,0,5,3,4,3,7,0,3,0,8,2,1,4,2,0,0,3,2,1,0,0,4,1,0,2,1072,1072,3,4,0,1,1,0,3,2,1,7,1,1,2
1072,4,0,0,0,0,0,0,0,3,1,4,4,9,0,0,0,8,4,0,3,2,0,0,2,0,0,0,0,6,0,0,2,1073,1073,3,4,0,1,1,0,3,1,0,7,0,1,0
1073,0,0,0,0,4,0,0,0,4,2,4,3,8,2,0,0,10,5,0,2,0,0,0,4,1,0,2,0,5,0,0,2,1074,1074,3,4,0,0,1,0,2,0,0,7,1,0,1
1074,0,0,0,0,4,0,0,0,3,2,6,3,3,0,3,0,8,2,1,2,2,0,0,4,2,3,1,0,4,1,0,1,1075,1075,2,3,0,1,1,0,2,3,1,6,0,1,3
1075,0,6,0,0,3,0,0,0,1,3,9,4,3,0,4,0,7,2,1,4,0,0,0,3,0,1,1,0,2,0,0,2,1076,1076,5,2,0,1,1,0,0,0,0,6,0,0,7
1076,0,0,0,0,0,0,0,0,3,2,8,3,6,0,5,0,8,2,0,2,1,0,0,2,0,2,0,0,5,0,0,1,1077,1077,1,3,0,0,1,3,2,6,1,6,0,0,3
1077,0,6,0,0,0,0,0,0,4,4,4,2,7,0,4,0,10,3,1,4,0,0,0,5,3,1,1,0,2,0,0,2,1078,1078,2,6,0,1,1,0,0,0,4,6,0,0,3
1078,0,5,0,0,1,0,0,0,6,1,4,2,0,2,2,0,3,5,1,4,3,0,0,4,5,4,0,0,4,0,0,0,1079,1079,1,4,0,3,1,0,3,2,0,5,0,1,3
1079,0,6,0,0,0,0,0,0,3,6,9,1,0,0,2,0,8,0,0,0,0,0,0,4,5,0,5,0,4,0,0,3,1080,1080,0,3,0,0,1,0,0,3,0,6,0,0,5
1080,0,0,0,0,0,0,0,0,2,0,0,1,0,2,4,0,5,9,1,9,0,0,0,0,9,0,1,0,0,0,0,0,1081,1081,0,1,0,2,1,0,0,0,0,9,0,0,9
1081,0,0,0,0,4,0,0,0,6,2,6,2,5,2,3,0,3,2,1,2,2,0,0,3,3,2,1,0,5,1,0,1,1082,1082,1,3,0,1,1,3,2,4,0,6,0,1,3
1082,0,6,0,0,3,0,0,0,3,3,7,3,6,0,4,0,8,0,0,2,0,0,0,3,2,3,0,0,4,3,0,2,1083,1083,0,2,0,1,1,0,0,3,0,5,0,0,5
1083,0,0,0,0,0,0,0,0,1,4,6,2,0,0,3,0,7,2,0,4,0,0,0,4,3,4,0,0,3,0,0,0,1084,1084,2,2,0,0,1,0,1,4,0,5,0,0,5
1084,0,0,0,0,3,0,0,0,3,0,6,3,5,2,4,0,8,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1085,1085,0,2,1,0,1,0,0,6,0,9,0,0,5
1085,0,6,0,0,3,0,0,0,3,6,7,3,3,1,2,0,8,1,1,1,0,0,0,1,4,2,0,0,6,0,0,1,1086,1086,0,3,0,0,1,0,0,2,1,6,0,0,2
1086,0,5,0,0,2,0,0,0,2,3,2,2,0,2,2,0,5,4,2,4,2,0,0,5,3,3,0,0,2,0,0,1,1087,1087,1,4,1,1,1,0,5,1,0,5,0,0,3
1087,0,6,0,3,4,0,0,0,5,0,5,5,7,1,3,0,9,6,1,3,0,0,0,0,0,2,1,0,4,0,0,2,1088,1088,0,4,0,0,2,0,5,3,0,6,0,0,0
1088,0,0,0,0,3,0,0,0,5,3,5,4,7,0,3,0,9,2,0,3,1,0,0,0,0,0,0,0,4,0,0,3,1089,1089,3,3,0,1,1,0,2,3,0,6,0,0,4
1089,0,6,0,0,0,0,0,0,7,2,3,3,8,0,4,0,2,5,1,3,3,0,0,3,1,0,1,0,3,0,0,1,1090,1090,3,5,0,1,1,0,5,1,1,8,0,0,1
1090,0,5,0,0,3,0,0,0,6,0,5,4,2,2,4,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,1091,1091,0,4,0,0,1,0,2,7,2,4,0,2,4
1091,0,0,0,0,0,0,0,0,5,2,2,2,2,2,4,0,8,4,1,5,3,0,0,3,5,3,2,0,2,0,0,1,1092,1092,3,4,0,1,1,0,3,1,1,5,1,1,3
1092,0,0,0,0,3,0,0,0,3,2,4,3,7,2,5,0,5,4,1,1,0,0,0,2,2,3,2,0,6,0,0,1,1093,1093,1,3,0,2,1,0,1,3,0,5,0,0,2
1093,4,0,0,0,0,0,0,0,4,1,2,3,9,0,1,0,3,5,0,4,4,0,0,4,2,2,1,0,4,0,0,3,1094,1094,3,5,0,0,1,0,4,1,1,6,0,0,1
1094,0,0,0,0,0,0,0,0,2,2,5,3,6,2,4,0,5,3,1,1,0,0,0,4,1,2,1,0,6,0,0,1,1095,1095,1,3,0,3,1,0,2,5,0,6,0,0,2
1095,0,6,0,0,3,0,0,0,3,4,9,2,0,1,5,0,8,0,0,0,0,0,0,7,0,4,0,0,4,0,0,0,1096,1096,0,3,0,0,1,0,2,5,0,5,0,0,4
1096,5,6,0,0,2,0,0,0,6,1,2,2,7,2,4,0,1,1,1,7,6,0,0,5,1,1,0,0,4,0,0,1,1097,1097,6,4,0,1,1,0,4,1,1,7,0,1,2
1097,0,6,0,0,0,0,0,0,3,2,4,2,5,0,3,0,8,4,1,3,1,0,0,4,3,2,1,0,3,0,0,1,1098,1098,3,4,0,2,1,0,3,1,1,6,0,1,3
1098,0,6,0,0,0,0,0,0,8,3,2,4,5,0,3,0,3,5,1,4,2,0,0,0,1,2,2,0,3,0,0,2,1099,1099,2,5,0,0,1,0,4,0,1,5,1,1,2
1099,0,5,0,0,2,0,0,0,2,2,5,2,1,2,6,0,5,3,2,1,1,0,0,2,3,2,0,0,3,0,0,1,1100,1100,1,2,0,1,1,0,1,4,0,6,0,0,6
1100,0,6,0,0,3,0,0,0,7,1,2,4,8,0,3,0,2,4,1,4,3,0,0,2,0,2,1,0,3,0,0,0,1101,1101,2,6,0,1,1,0,4,3,2,7,1,1,1
1101,0,0,0,0,0,0,0,0,5,1,4,3,5,2,4,0,9,2,1,4,2,0,0,4,2,1,1,0,3,2,0,2,1102,1102,3,4,0,1,1,0,3,2,2,6,1,1,3
1102,0,0,0,0,0,0,0,0,4,0,3,2,0,0,4,0,8,9,1,4,0,0,0,4,4,1,1,0,0,0,0,2,1103,1103,0,3,0,1,1,0,3,0,0,6,0,0,6
1103,0,0,0,0,0,0,0,0,7,2,1,3,7,0,3,0,2,4,1,4,3,0,0,5,0,2,1,0,2,0,0,0,1104,1104,2,6,0,1,1,0,5,1,2,7,1,1,1
1104,0,0,0,0,3,0,0,0,7,2,5,3,8,0,5,0,3,4,2,2,0,0,0,4,1,3,2,0,3,1,0,1,1105,1105,1,4,0,2,1,0,6,1,0,6,0,3,1
1105,0,6,0,0,3,0,0,0,2,9,7,2,4,2,4,0,7,0,1,2,0,0,0,5,0,3,1,0,7,0,0,1,1106,1106,0,4,0,2,1,0,0,0,2,5,0,0,0
1106,4,6,0,0,4,0,0,0,6,0,2,3,9,2,3,0,3,0,0,5,4,0,0,4,2,0,0,0,5,0,0,0,1107,1107,7,4,0,0,1,0,4,2,0,9,0,0,0
1107,0,0,0,0,3,0,0,0,6,0,0,4,5,0,4,0,1,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,1108,1108,0,6,0,1,1,0,9,0,0,6,0,5,0
1108,0,0,0,0,2,0,0,0,1,4,5,2,0,0,2,0,7,4,0,2,0,0,0,5,2,6,0,0,7,0,0,0,1109,1109,0,3,0,3,1,0,0,2,0,3,0,0,2
1109,0,6,0,0,5,1,0,0,4,1,5,3,7,0,3,0,10,2,1,3,1,3,0,3,1,0,0,0,4,3,0,4,1110,1110,1,4,0,0,1,0,4,3,0,5,0,1,3
1110,0,0,0,0,2,0,0,0,1,6,7,3,1,2,4,0,7,2,1,1,1,0,0,4,2,4,0,0,7,1,0,2,1111,1111,0,3,0,0,1,0,1,1,0,4,0,0,2
1111,0,5,0,0,4,0,0,0,5,3,6,3,4,2,3,0,9,2,1,2,1,0,0,2,3,2,0,0,4,1,0,2,1112,1112,2,3,0,1,1,0,1,3,1,5,1,1,4
1112,0,0,0,0,0,0,0,0,7,2,4,3,0,0,5,0,3,3,0,3,3,0,0,2,0,0,0,0,6,0,0,0,1113,1113,3,4,0,0,1,3,2,3,2,9,0,0,0
1113,0,6,0,0,4,0,0,0,4,5,3,3,9,2,2,0,9,3,0,0,3,0,0,4,3,0,3,0,5,0,0,2,1114,1114,2,5,0,2,1,0,3,1,2,7,0,0,0
1114,0,0,0,0,0,0,0,0,4,0,5,2,8,2,2,0,3,3,1,6,2,0,0,3,3,3,0,0,4,3,0,2,1115,1115,3,3,0,1,1,0,4,2,0,5,0,0,3
1115,0,6,0,0,0,0,0,0,4,4,0,2,4,0,3,0,3,5,0,2,0,0,0,5,0,0,0,0,9,0,0,2,1116,1116,0,3,0,0,1,0,0,0,0,7,0,0,0
1116,0,6,0,0,0,0,0,0,8,3,3,3,9,0,4,0,1,4,2,5,0,5,0,4,0,1,1,0,2,0,0,2,1117,1117,3,6,0,1,1,0,4,0,2,7,1,0,1
1117,0,6,0,0,3,0,0,0,5,4,8,4,1,2,4,0,9,2,1,0,0,0,0,1,1,2,0,0,6,0,0,1,1118,1118,1,3,0,1,1,0,2,4,0,6,0,0,2
1118,4,6,0,0,0,0,0,0,5,3,5,3,2,0,2,0,8,4,0,1,1,0,0,0,2,4,0,0,4,0,0,1,1119,1119,0,3,0,0,1,0,4,3,0,4,0,0,2
1119,0,0,0,0,0,0,0,0,5,6,7,4,2,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1120,1120,0,4,0,2,1,0,2,2,0,7,0,0,0
1120,0,6,0,0,0,0,0,0,4,1,4,3,0,2,0,0,9,4,0,3,2,0,0,4,0,2,0,0,5,0,0,0,1121,1121,2,3,0,3,1,0,3,2,0,7,0,2,2
1121,0,6,0,0,0,0,0,0,4,2,3,4,5,0,5,0,3,7,0,2,0,0,0,0,2,0,0,0,7,0,0,0,1122,1122,0,4,0,3,1,0,0,0,2,9,0,0,0
1122,0,5,0,0,3,0,0,0,1,1,5,2,1,2,0,0,7,1,0,5,0,0,0,8,1,0,0,0,8,0,0,5,1123,1123,0,3,0,0,1,0,0,7,0,4,0,0,1
1123,0,6,0,0,0,0,0,0,4,4,6,4,1,0,3,0,3,3,1,0,1,0,0,2,1,1,0,0,3,0,0,1,1124,1124,0,4,0,1,1,0,4,2,0,7,0,0,2
1124,0,0,0,0,3,0,0,0,3,2,6,3,4,0,5,0,8,3,2,1,1,0,0,4,2,2,0,0,4,1,0,2,1125,1125,1,3,0,1,1,0,2,3,1,6,1,1,4
1125,0,0,0,0,0,0,0,0,4,3,5,3,1,0,1,0,3,3,1,3,1,0,0,3,2,3,1,0,2,0,0,1,1126,1126,1,3,0,2,1,0,2,3,1,5,0,0,5
1126,0,6,0,0,0,0,0,0,3,2,5,2,4,0,3,0,8,3,0,3,1,0,0,3,4,3,1,0,3,0,0,0,1127,1127,2,3,0,1,1,0,2,3,1,6,0,1,3
1127,0,0,0,0,3,0,0,0,3,2,7,3,4,1,5,0,8,3,0,2,1,0,0,3,0,2,0,0,4,0,0,1,1128,1128,1,4,0,0,1,0,3,4,1,6,0,0,2
1128,5,0,0,0,5,0,0,0,8,0,0,3,9,0,3,0,1,0,0,7,4,0,0,3,1,0,2,0,0,0,0,2,1129,1129,9,0,0,0,1,0,5,0,0,7,4,0,0
1129,0,6,0,0,0,0,0,0,3,2,5,3,0,2,3,0,8,3,0,2,0,0,0,1,0,2,0,0,3,0,0,3,1130,1130,1,7,0,4,1,0,3,5,4,5,0,0,0
1130,0,0,0,0,3,0,0,0,3,2,4,2,2,2,3,0,8,3,0,3,2,0,0,5,2,2,1,0,5,0,0,1,1131,1131,2,4,0,1,1,0,3,4,0,6,0,0,2
1131,0,0,0,4,3,0,0,0,7,2,2,3,9,0,5,0,3,3,4,7,4,0,0,3,0,0,4,0,1,0,0,2,1132,1132,4,9,0,0,1,0,4,1,3,7,2,0,0
1132,0,6,0,0,0,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,1133,1133,0,4,0,0,2,0,4,4,0,5,0,2,0
1133,0,0,0,3,4,0,0,0,5,0,2,2,3,2,4,0,8,4,0,7,3,0,0,5,2,0,0,0,4,0,0,3,1134,1134,5,4,0,0,1,3,3,0,0,6,0,0,3
1134,0,5,0,0,6,1,0,0,3,4,6,3,7,0,2,1,8,4,0,2,1,4,0,3,2,2,0,0,4,1,0,0,1135,1135,1,4,0,1,1,0,5,2,0,7,0,0,0
1135,0,0,0,0,0,0,0,0,3,3,5,3,6,0,3,0,8,3,1,3,1,0,0,2,1,2,1,0,4,0,0,2,1136,1136,2,4,0,0,1,0,3,2,1,6,1,1,2
1136,0,0,0,0,0,0,0,0,4,1,6,3,8,0,4,0,8,5,0,1,0,0,0,3,0,0,0,0,6,0,0,1,1137,1137,0,4,0,0,1,0,3,3,0,8,0,2,0
1137,0,0,0,0,4,0,0,0,3,0,0,3,9,2,0,0,8,7,2,2,2,0,0,6,0,0,0,0,6,0,0,2,1138,1138,2,4,0,2,1,0,3,0,0,7,0,0,0
1138,0,6,0,0,0,0,0,0,5,4,5,2,4,0,3,0,8,2,1,1,1,0,0,2,4,3,1,0,3,1,0,1,1139,1139,1,3,0,1,1,0,2,3,0,5,0,0,5
1139,0,6,0,0,0,0,0,0,3,0,6,5,3,0,2,0,8,2,0,0,0,0,0,0,3,5,0,0,2,0,0,0,1140,1140,0,2,0,2,1,0,2,7,0,4,0,0,5
1140,0,6,0,0,3,0,0,0,5,7,7,2,4,0,0,0,8,2,0,4,0,0,0,4,2,2,0,0,2,0,0,0,1141,1141,0,3,0,0,1,0,2,1,0,7,0,0,5
1141,0,0,0,0,4,0,0,0,1,2,5,3,7,0,2,0,7,4,1,4,1,0,0,3,2,3,1,0,4,1,0,2,1142,1142,2,4,0,1,1,0,3,2,1,5,1,1,2
1142,0,6,0,0,5,0,0,0,3,0,7,3,7,2,6,0,10,0,0,2,2,0,0,4,0,0,0,0,2,5,0,2,1143,1143,2,3,0,0,1,0,4,2,0,7,0,0,4
1143,0,0,0,0,0,0,0,0,5,2,4,2,1,0,5,0,9,6,3,1,1,0,0,6,1,4,0,0,3,1,0,1,1144,1144,1,2,0,2,1,0,1,1,1,5,0,1,6
1144,0,6,0,0,0,0,0,0,8,1,0,2,9,0,3,0,1,0,1,6,4,0,0,6,0,0,1,0,0,0,0,3,1145,1145,8,0,0,2,1,0,1,0,8,6,0,0,0
1145,0,6,0,0,4,0,0,0,5,0,7,2,8,2,5,0,8,2,2,3,2,0,0,4,3,2,0,0,6,2,0,2,1146,1146,4,3,1,0,1,0,3,3,0,6,0,0,0
1146,0,0,0,0,0,0,0,0,5,0,5,5,6,0,3,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1147,1147,0,3,0,0,2,0,3,6,0,9,0,0,6
1147,0,5,0,0,0,0,0,0,4,0,0,4,5,0,4,0,10,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,1148,1148,0,6,0,1,1,0,9,0,0,6,0,5,0
1148,0,0,0,0,2,0,0,0,3,3,7,2,0,2,5,0,8,3,0,0,0,0,0,6,0,0,0,0,3,0,0,2,1149,1149,0,3,0,2,1,0,0,4,0,7,0,0,6
1149,0,0,0,0,4,0,0,0,4,3,4,2,9,2,4,0,8,3,0,5,2,0,0,3,2,0,0,0,4,2,0,3,1150,1150,2,6,0,0,1,0,4,2,2,6,1,0,0
1150,0,5,0,0,0,0,0,0,6,4,4,2,8,0,3,0,1,3,0,4,1,0,0,6,3,2,0,0,4,2,0,2,1151,1151,0,4,0,0,1,0,4,2,1,5,0,0,2
1151,0,6,0,0,6,1,0,0,7,2,3,3,5,0,4,0,2,3,1,5,2,5,0,3,2,1,1,0,2,1,0,2,1152,1152,3,5,0,1,1,0,4,2,1,6,1,1,2
1152,6,6,0,0,4,0,0,0,4,2,2,3,5,0,1,0,3,6,1,2,1,0,0,4,1,3,3,0,2,0,0,2,1153,1153,1,4,0,3,1,0,5,1,1,4,0,0,2
1153,0,5,0,0,4,0,0,0,8,0,0,3,9,2,0,0,1,2,0,7,6,0,0,3,0,0,0,0,0,0,0,2,1154,1154,6,5,0,2,1,0,7,0,2,7,0,2,0
1154,0,0,0,0,0,0,0,0,6,0,2,4,8,0,4,0,3,3,1,5,1,0,0,3,1,1,0,0,5,0,0,0,1155,1155,4,4,0,2,2,3,4,3,0,8,0,0,0
1155,0,6,0,0,0,0,0,0,3,2,2,2,9,0,2,0,8,0,0,7,7,0,0,6,0,0,0,0,2,0,0,0,1156,1156,3,6,0,2,1,3,5,0,2,9,0,5,0
1156,0,0,0,0,0,0,0,0,5,3,6,2,4,0,3,0,8,2,1,3,2,0,0,4,2,2,0,0,4,0,0,1,1157,1157,2,4,1,1,1,0,2,3,2,6,0,0,3
1157,0,5,0,4,4,0,0,0,7,2,2,3,9,2,5,0,3,3,3,7,5,0,0,4,0,0,4,0,3,0,0,3,1158,1158,5,7,0,0,1,0,4,1,3,6,1,0,0
1158,5,6,0,0,0,0,0,0,6,1,4,2,0,0,2,0,3,5,1,4,3,0,0,4,5,4,0,0,4,0,0,0,1159,1159,1,4,0,3,1,0,3,2,0,5,0,1,3
1159,0,6,0,0,3,0,0,0,7,2,2,3,9,2,3,0,3,6,2,5,2,0,0,2,2,0,0,0,3,0,0,0,1160,1160,3,4,0,3,1,0,5,0,0,9,0,0,2
1160,0,5,0,0,2,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,1161,1161,0,4,0,0,2,0,4,4,0,5,0,2,0
1161,0,0,0,0,0,0,0,0,4,2,3,4,5,0,5,0,3,7,0,2,0,0,0,0,2,0,0,0,7,0,0,0,1162,1162,0,4,0,3,1,3,0,0,2,9,0,0,0
1162,0,6,0,0,4,0,0,0,4,2,7,2,6,2,2,0,9,3,1,2,1,0,0,5,2,2,1,0,3,1,0,2,1163,1163,1,4,0,2,1,0,2,3,1,6,1,1,4
1163,0,5,0,0,4,0,0,0,8,3,2,3,9,2,4,0,3,1,0,7,3,0,0,5,0,0,1,0,2,0,0,2,1164,1164,5,6,0,1,1,0,5,1,3,7,1,0,0
1164,0,9,0,0,0,0,0,0,6,2,6,4,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,1165,1165,2,4,0,0,1,0,4,3,0,5,0,2,0
1165,0,6,0,0,0,0,0,0,5,1,3,4,1,0,5,0,3,5,0,3,5,0,0,1,1,2,1,0,4,0,0,0,1166,1166,4,5,0,0,2,0,1,0,3,7,0,0,2
1166,0,6,0,0,0,0,0,0,3,4,9,2,3,0,4,0,8,0,0,3,0,0,0,4,3,2,0,0,0,0,0,1,1167,1167,0,2,0,0,1,0,0,5,0,6,0,0,9
1167,0,0,0,0,0,0,0,0,1,4,8,3,3,0,5,0,7,0,1,0,0,0,0,1,3,3,2,0,6,1,0,0,1168,1168,3,2,0,0,1,0,0,2,0,6,0,0,3
1168,0,0,0,0,4,0,0,0,3,3,6,3,6,2,4,0,8,4,1,0,0,0,0,2,0,0,0,0,5,0,0,3,1169,1169,0,4,0,2,1,0,2,3,2,6,0,0,2
1169,0,6,0,2,4,0,0,0,5,0,4,2,9,2,2,0,9,3,0,2,2,0,0,2,3,0,0,0,2,0,0,2,1170,1170,0,3,0,0,1,0,4,4,0,7,0,2,4
1170,0,5,0,0,0,0,0,0,7,0,2,3,9,0,0,0,3,3,0,9,6,0,0,3,0,0,6,0,0,0,0,0,1171,1171,5,6,0,0,1,0,6,0,3,9,0,2,0
1171,0,0,0,0,3,0,0,0,1,1,4,2,4,2,2,0,6,3,1,3,2,0,0,5,3,3,1,0,3,1,0,0,1172,1172,3,4,0,1,1,0,3,2,1,6,0,1,3
1172,0,0,0,0,1,0,0,0,2,0,4,2,2,2,3,0,5,3,1,2,2,0,0,4,4,3,1,0,0,0,0,0,1173,1173,2,4,0,2,1,0,5,4,0,6,0,1,4
1173,0,6,0,0,0,0,0,0,1,3,6,2,0,0,5,0,7,2,2,2,0,0,0,4,2,2,0,0,4,0,0,0,1174,1174,0,3,1,2,1,0,1,5,0,7,0,0,5
1174,0,6,0,0,4,0,0,0,3,3,5,3,6,0,3,0,8,3,1,3,1,0,0,2,1,2,1,0,4,0,0,2,1175,1175,2,4,1,0,1,0,3,2,1,6,1,1,2
1175,0,0,0,0,1,0,0,0,3,2,5,4,7,0,4,0,8,5,1,0,0,0,0,1,0,0,0,0,7,0,0,4,1176,1176,0,4,0,1,2,0,2,2,1,5,0,0,1
1176,0,0,0,0,3,0,0,0,3,0,5,2,4,0,4,0,8,3,1,1,2,0,0,4,3,1,0,0,6,0,0,1,1177,1177,3,4,0,2,1,0,3,4,0,7,0,0,0
1177,0,5,0,0,0,0,0,0,3,4,6,3,4,0,2,0,8,3,1,3,1,0,0,4,1,3,0,0,5,1,0,2,1178,1178,1,3,0,1,1,0,2,2,1,5,0,0,2
1178,0,6,0,0,0,0,0,0,3,3,6,3,8,0,3,0,8,1,0,2,0,0,0,3,0,0,0,0,3,2,0,2,1179,1179,2,3,0,0,1,0,3,3,0,7,0,1,4
1179,0,0,0,0,3,0,0,0,6,2,6,4,7,2,0,0,3,5,0,4,0,0,0,0,0,0,0,0,4,0,0,4,1180,1180,0,4,0,0,2,0,5,3,0,5,0,0,0
1180,0,6,0,0,2,0,0,0,2,4,4,3,6,2,0,0,5,2,0,2,0,0,0,0,3,3,0,0,2,0,0,2,1181,1181,3,3,0,0,2,0,3,0,0,5,0,0,4
1181,0,6,0,0,0,0,0,0,7,0,3,4,9,0,4,0,3,9,1,4,4,0,0,3,0,1,1,0,3,0,0,2,1182,1182,0,8,0,1,1,0,2,0,2,6,2,0,0
1182,0,6,0,0,4,0,0,0,5,0,4,2,9,2,2,0,9,3,0,2,2,0,0,2,3,0,0,0,2,0,0,2,1183,1183,0,3,0,0,1,0,4,4,0,7,0,2,4
1183,0,0,0,0,2,0,0,0,2,3,6,4,2,2,4,0,5,5,1,0,1,0,0,2,1,1,0,0,6,0,0,1,1184,1184,0,3,0,1,1,0,2,1,0,8,0,0,2
1184,0,0,0,0,2,0,0,0,3,3,6,3,6,1,4,0,8,4,1,0,0,0,0,2,0,0,0,0,5,0,0,3,1185,1185,0,4,0,2,1,0,2,3,2,6,0,0,2
1185,0,6,0,0,4,0,0,0,6,0,9,1,0,2,4,0,8,9,1,4,0,0,0,0,9,1,1,0,5,0,1,2,1186,1186,0,3,0,1,1,0,0,0,0,6,0,0,5
1186,0,6,0,0,0,0,0,0,3,2,3,2,6,0,5,0,5,4,1,1,0,0,0,4,3,3,2,0,5,0,0,1,1187,1187,1,3,0,2,1,0,2,3,0,5,0,0,3
1187,0,6,0,0,3,0,0,0,3,4,7,2,0,2,3,0,8,5,1,2,0,0,0,2,0,3,1,0,3,0,0,1,1188,1188,0,4,0,2,1,0,4,0,0,6,0,0,3
1188,4,0,0,0,0,0,0,0,6,2,5,2,4,0,3,0,3,3,0,3,1,0,0,3,4,3,1,0,3,0,0,0,1189,1189,2,3,0,1,1,0,2,3,1,6,0,1,3
1189,0,0,0,0,0,0,0,0,6,2,3,3,4,0,4,0,3,3,0,9,3,0,0,3,1,0,1,0,3,0,0,0,1190,1190,3,5,0,0,1,0,4,1,1,9,1,0,2
1190,0,6,0,0,4,0,0,0,3,3,9,1,9,2,4,0,8,3,1,5,0,0,0,0,9,2,1,0,0,0,0,2,1191,1191,0,1,0,1,1,2,0,4,0,5,0,0,9
1191,0,0,0,0,5,0,0,0,7,2,2,2,0,0,2,0,2,3,2,0,4,0,0,4,3,6,3,0,3,0,0,0,1192,1192,4,5,0,0,1,0,4,0,2,3,1,0,2
1192,0,0,0,0,0,0,0,0,7,1,2,3,9,0,1,0,2,5,2,5,4,0,0,2,0,0,2,0,2,0,0,0,1193,1193,3,5,0,2,1,0,7,2,0,9,0,0,1
1193,0,5,0,0,3,0,0,0,5,3,9,2,2,2,0,0,9,0,0,2,0,0,0,0,7,2,0,0,2,0,0,1,1194,1194,0,1,0,4,1,0,0,6,0,7,0,0,7
1194,0,6,0,0,3,0,0,0,6,1,3,3,7,0,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,1195,1195,2,8,0,0,1,0,3,2,2,5,3,0,0
1195,0,0,0,0,0,0,0,0,5,3,6,3,4,0,3,0,9,0,1,4,0,0,0,3,0,0,0,0,9,0,0,0,1196,1196,0,3,0,1,1,0,0,6,0,9,0,0,0
1196,0,0,0,0,0,0,0,0,3,4,6,3,9,0,0,0,8,2,1,4,0,0,0,4,1,2,2,0,7,0,0,2,1197,1197,1,4,0,0,1,0,2,3,1,6,0,1,0
1197,0,0,0,5,2,0,0,0,4,1,4,3,0,2,0,0,9,4,0,3,2,0,0,4,0,2,0,0,5,0,1,0,1198,1198,2,3,0,3,1,0,3,2,0,7,0,2,2
1198,0,0,0,0,3,0,0,0,5,2,4,2,3,2,2,0,9,6,0,2,2,0,0,5,0,0,3,0,4,0,0,2,1199,1199,2,3,0,0,1,0,2,0,1,7,0,0,3
1199,0,6,0,0,4,0,0,0,2,6,5,2,6,2,3,0,7,2,1,4,0,0,0,5,3,0,0,0,3,0,0,0,1200,1200,0,5,0,1,1,0,3,2,3,9,0,0,2
1200,0,0,0,0,2,0,0,0,4,2,7,3,4,2,5,0,9,3,0,2,1,0,0,3,0,2,0,0,4,0,0,1,1201,1201,1,4,0,0,1,0,3,4,1,6,0,0,2
1201,0,5,0,0,2,0,0,0,3,4,8,2,1,2,5,0,7,1,1,2,0,0,0,4,3,4,1,0,3,0,0,0,1202,1202,0,3,0,1,1,0,1,4,1,5,0,0,6
1202,0,0,0,0,0,0,0,0,4,3,6,3,4,0,3,0,9,2,1,2,1,0,0,2,3,2,0,0,4,1,0,2,1203,1203,2,3,0,1,1,0,1,3,1,5,1,1,4
1203,0,0,0,2,0,0,0,0,4,0,0,1,5,0,7,0,4,3,1,3,6,0,0,1,8,4,2,0,0,3,0,1,1204,1204,2,3,0,0,1,0,2,0,1,5,0,3,6
